公司名,城市, 地址
, 北京市海淀区学清路8号科技财富中心A座11层
中联重科股份有限公司 ,湖南省
, 湖南省长沙市岳麓区银盆南路361号
万科企业股份有限公司 ,广东省
, 深圳市盐田区大梅沙环梅路33号万科中心
焦作万方铝业股份有限公司 ,河南省
, 河南省焦作市马村区待王镇焦新路南侧
浙江报喜鸟服饰股份有限公司 ,浙江省
, 浙江省永嘉县瓯北镇报喜鸟工业区
中国南玻集团股份有限公司 ,广东省
, 深圳市南山区招商街道工业六路一号南玻大厦
北京三聚环保新材料股份有限公司 ,北京市
, 北京市海淀区人大北路33号1号楼大行基业大厦9层
中兴通讯股份有限公司 ,广东省
, 深圳市南山区高新技术产业园科技南路中兴通讯大厦
新疆金风科技股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐经济技术开发区上海路107号
博彦科技股份有限公司 ,北京市
, 北京市海淀区东北旺西路8号中关村软件园9号楼三区A座
河南辉煌科技股份有限公司 ,河南省
, 郑州市高新技术产业开发区科学大道74号
山西省经济建设投资集团有限公司 ,山西省
, 太原市小店区王村南街65号
浙江航民股份有限公司 ,浙江省
, 杭州市萧山区瓜沥镇航民村
句容市茅山湖康体养生旅游度假有限公司 ,江苏省
, 句容市后白镇二圣湖管理所旁
苏州相城经济开发区琳桥绿化有限公司 ,江苏省
, 苏州相城经济开发区上浜村
镇江索普化工新发展有限公司 ,江苏省
, 镇江市丹徒长岗
江苏扬安集团有限公司 ,江苏省
, 扬州市史可法路19号
湖北福星科技股份有限公司 ,湖北省
, 湖北省汉川市沉湖镇福星街1号
青岛市城阳蔬菜水产品批发市场有限公司 ,山东省
, 青岛市城阳区城阳村
南山集团有限公司 ,山东省
, 山东省龙口市南山工业园
常熟新材料产业园污水处理有限公司 ,江苏省
, 江苏高科技氟化学工业园
广汇能源股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐市经济技术开发区上海路16号
北京万通地产股份有限公司 ,北京市
, 北京市海淀区丹棱街16号海兴大厦B座8233房间
上海豫园旅游商城股份有限公司 ,上海市
, 上海市文昌路19号
新湖中宝股份有限公司 ,浙江省
, 嘉兴市中山路禾兴路口
金发科技股份有限公司 ,广东省
, 广州市高新技术产业开发区科学城科丰路33号
南京钢铁股份有限公司 ,江苏省
, 南京市六合区卸甲甸
杭州士兰微电子股份有限公司 ,浙江省
, 杭州市黄姑山路4号
浙江康恩贝制药股份有限公司 ,浙江省
, 兰溪市康恩贝大道1号
上海紫江企业集团股份有限公司 ,上海市
, 上海市申富路618号
宁波杉杉股份有限公司 ,浙江省
, 宁波鄞州区望春工业园区云林中路238号
广东东阳光科技控股股份有限公司 ,广东省
, 广东省韶关市乳源县乳城镇侯公渡
新光控股集团有限公司 ,浙江省
, 义乌市青口工业区
江苏亨通光电股份有限公司 ,江苏省
, 江苏省吴江市七都镇亨通大道88号
华夏幸福基业股份有限公司 ,河北省
, 河北省固安县京开路西侧三号路北侧一号
融创房地产集团有限公司 ,天津市
, 天津市西青区经济开发区七支路8号506、507室
海亮集团有限公司 ,浙江省
, 诸暨市店口镇解放路386号
冠城大通股份有限公司 ,福建省
, 福州市开发区快安延伸区创新楼
红豆集团有限公司 ,江苏省
, 无锡市锡山区东港镇港下兴港路
祥源控股集团有限责任公司 ,浙江省
, 绍兴市迪荡新城汇金大厦十楼
山东焦化集团有限公司 ,山东省
, 张店区柳泉路97号
重庆龙湖企业拓展有限公司 ,重庆市
, 重庆市北部新区人和镇柏林村龙湖西路8号
美都能源股份有限公司 ,浙江省
, 浙江省德清县武康镇德清大道299号2601室、2602室
昆药集团股份有限公司 ,云南省
, 云南省昆明市高新技术产业开发区科医路166号
五洋建设集团股份有限公司 ,浙江省
, 浙江省绍兴市上虞百官街道江东北路588号11楼
梅花生物科技集团股份有限公司 ,西藏自治区
, 拉萨市金珠西路189号
月星集团有限公司 ,江苏省
, 常州市光华路198号
盛屯矿业集团股份有限公司 ,福建省
, 厦门市翔安区双沪北路1号之2二楼
中国泛海控股集团有限公司 ,国家总局
, 北京市东城区建国门内大街28号民生金融中心C座23层
旭辉集团股份有限公司 ,上海市
, 青浦区练塘镇练新东路
泰州三福重工集团有限公司 ,江苏省
, 泰州市高港区口岸镇口永路58号
山东金茂纺织化工集团有限公司 ,山东省
, 东营市东营区莒州路56号
绿城房地产集团有限公司 ,浙江省
, 杭州市杭大路1号黄龙世纪广场A10楼
北京同创九鼎投资管理股份有限公司 ,北京市
, 北京市西城区金融大街7号英蓝国际金融中心F618
安徽山鹰纸业股份有限公司 ,安徽省
, 安徽省马鞍山市勤俭路3号
九州通医药集团股份有限公司 ,湖北省
, 湖北省武汉市汉阳区龙阳大道特8号
通威股份有限公司 ,四川省
, 成都市高新区二环路南四段11号
内蒙古亿利能源股份有限公司 ,内蒙古自治区
, 内蒙古自治区鄂尔多斯市东胜区鄂尔多斯西街亿利大厦二层30号
内蒙古鄂尔多斯资源股份有限公司 ,内蒙古自治区
, 内蒙古鄂尔多斯市东胜区罕台轻纺街1号
天士力制药集团股份有限公司 ,天津市
, 天津市北辰区普济河东道2号（天士力现代中药城）
永泰能源股份有限公司 ,山西省
, 灵石县翠峰镇新建街南110号
四川西部资源控股股份有限公司 ,四川省
, 四川绵阳高新区火炬大厦B区
赛轮金宇集团股份有限公司 ,山东省
, 青岛经济技术开发区江山中路西侧(高新技术工业园)
骆驼集团股份有限公司 ,湖北省
, 湖北省谷城县石花镇武当路83号
双良节能系统股份有限公司 ,江苏省
, 江苏省江阴市利港镇
桐昆集团股份有限公司 ,浙江省
, 浙江省桐乡市洲泉镇金鸡路188号
广东榕泰实业股份有限公司 ,广东省
, 广东省揭阳市新兴东二路１号
江河创建集团股份有限公司 ,北京市
, 北京市顺义区牛汇北五街5号
华仪电气股份有限公司 ,浙江省
, 浙江省乐清经济开发区中心大道228号
新疆众和股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐市高新区喀什东路１８号
浙江正泰电器股份有限公司 ,浙江省
, 浙江省乐清市北白象镇正泰工业园区正泰路1号
江苏综艺股份有限公司 ,江苏省
, 江苏省南通市通州区兴东镇黄金村
康美药业股份有限公司 ,广东省
, 广东省普宁市流沙镇长春路中段
健康元药业集团股份有限公司 ,广东省
, 深圳市南山区高新区北区朗山路17号健康元药业集团大厦
江苏鹿港科技股份有限公司 ,江苏省
, 张家港市塘桥镇鹿苑镇
庞大汽贸集团股份有限公司 ,河北省
, 滦县火车站东一公里处
吉林华微电子股份有限公司 ,吉林省
, 吉林市高新区深圳街99号
七台河宝泰隆煤化工股份有限公司 ,黑龙江省
, 黑龙江省七台河市新兴区宝泰隆路16号
富贵鸟股份有限公司 ,福建省
, 石狮市八七路东段富贵鸟工业园
魏桥纺织股份有限公司 ,山东省
, 山东省邹平县魏桥镇齐东路34号
内蒙古伊泰煤炭股份有限公司 ,内蒙古自治区
, 内蒙古鄂尔多斯市东胜区天骄北路
四川和邦生物科技股份有限公司 ,四川省
, 乐山市五通桥区牛华镇沔坝村
贵人鸟股份有限公司 ,福建省
, 晋江市陈埭沟西工业区
深圳香江控股股份有限公司 ,广东省
, 深圳市福田区金田路皇岗商务中心1号楼3406A单元
广州市时代地产集团有限公司 ,广东省
, 广州市白云区黄边北路向荣街338号101-A1房
瀚华金控股份有限公司 ,重庆市
, 重庆市渝北区洪湖东路11号2幢6-9
浙江升华拜克生物股份有限公司 ,浙江省
, 浙江省德清县钟管镇工业区
江苏新城地产股份有限公司 ,江苏省
, 常州市武进区湖塘镇人民东路158号高新开发区经创中心
卧龙地产集团股份有限公司 ,浙江省
, 浙江省绍兴市上虞区经济开发区
深圳市龙丹食品有限公司 ,广东省
, 深圳市福田区中心区民田路178号华融大厦32楼3205室
南京瑞源建设工程有限公司 ,江苏省
, 南京市江宁区秣陵街道殷华街28号
山东中磁视讯股份有限公司 ,山东省
, 济南市高新区舜华路2000号舜泰广场2号楼12层
湖北金叶玉阳化纤有限公司 ,湖北省
, 当阳市广州路77号******
山东赛特新材料股份有限公司 ,山东省
, 山东省桓台县果里镇侯庄路60号
北京凯英信业科技股份有限公司 ,北京市
, 北京市海淀区学院路30号科大天工大厦B座18层01-15室
浙江夏之远船舶经营有限公司 ,浙江省
, 舟山市普陀区沈家门街道菜市路185号财富商务楼11楼
四川柏狮光电技术有限公司 ,四川省
, 遂宁市国开区玉龙路610号柏狮光电园
山东滨州新天阳化工有限责任公司 ,山东省
, 滨城区滨北开发区永莘路169号
丹阳市江南面粉有限公司 ,江苏省
, 丹阳市珥陵镇三陵桥北侧
武汉新诚高铁市政工程有限公司 ,湖北省
, 武汉市武昌区徐东大街88号都市经典D栋18-19层2室
浙江康迪车业有限公司 ,浙江省
, 金华市工业园区
泉州市汉威机械制造有限公司 ,福建省
, 泉州市鲤城区常泰街道斗南街123号
江苏八达园林有限责任公司 ,江苏省
, 常州市武进区嘉泽镇夏溪森茂街
陕西国德电气制造有限公司 ,陕西省
, 西安市高新技术产业开发区丈八二路19号
福建省邵武京天工艺有限公司 ,福建省
, 邵武市经济技术开发区
阿拉善盟岚岳煤炭有限责任公司 ,内蒙古自治区
, 内蒙古自治区阿拉善盟阿拉善经济开发区（乌斯太镇）乌巴路南5公里处
厦门圣达威服饰有限公司 ,福建省
, 厦门市思明区莲前西路597号202室
天津赛恩能源技术有限公司 ,天津市
, 华苑产业区桂苑路18号
广东海纳农业有限公司 ,广东省
, 惠州市惠城区水口镇中心村开发区
北京嘉林药业股份有限公司 ,北京市
, 北京市朝阳区东直门外大山子酒仙桥路2号
安徽华岳矿物材料有限公司 ,安徽省
, 安徽省安庆市岳西县温泉镇解放村
杭州建工混凝土有限公司 ,浙江省
, 拱墅区康桥路409号
天津市泰亨气体有限公司 ,天津市
, 西青经济开发区大寺工业园海泽路38-9号
安徽蓝博旺机械集团 ,安徽省
, 安徽省六安市寿县炎刘镇炎合路
东阳福添影视有限公司 ,浙江省
, 浙江横店影视产业实验区C7-005-B
昭仪新天地股份有限公司 ,北京市
, 北京市朝阳区建国路89号院7号楼L12
北京新华空港航空食品有限公司 ,北京市
, 北京市顺义区天竺空港工业区A区
内蒙古奶联科技有限公司 ,内蒙古自治区
, 内蒙古自治区呼和浩特市土左旗兵州亥农业开发区
重庆华联商厦鸿瑞百货有限公司 ,重庆市
, 重庆市南岸区南坪西路3号
江苏恒星钨钼有限公司 ,江苏省
, 扬州市江都区仙女镇张纲工业配套园
宿迁市致富皮业有限公司 ,江苏省
, 江苏省宿迁市宿迁经济开发区（北区）扬子路北侧
浙江大东吴集团建材构配件有限公司 ,浙江省
, 浙江省湖州市三里桥路685号
东瑞食品集团有限公司 ,广东省
, 东源县仙塘镇蝴蝶岭工业城01-11地块
天津天地伟业科技有限公司 ,天津市
, 华苑产业区榕苑路1号天大天财软件大厦A区606-609室
恩施山寨皮革有限公司 ,湖北省
, 湖北省恩施市解放路193号
重庆广建装饰股份有限公司 ,重庆市
, 重庆市江北区港安二路16号附3号9-1
上海海希工业通讯股份有限公司 ,上海市
, 上海市徐汇区田林路388号1幢1026，1028-1033室
山东胜伟园林科技有限公司 ,山东省
, 潍坊市滨海经济开发区香江大街99号7楼
襄阳华中光彩大市场物业管理有限公司 ,湖北省
, 襄阳市襄州区邓城大道1号
资兴市苏佳物资环保有限公司 ,湖南省
, 资兴经济开发区江北工业园B1地段
华夏幸福基业控股股份公司 ,河北省
, 固安县京开路西侧
新华联不动产股份有限公司 ,黑龙江省
, 北京市通州区潞城镇人民政府北楼209室
遵义市高新产业园股份有限公司 ,贵州省
, 贵州省遵义市遵义市汇川区汇川大道北段333号
阳光城集团股份有限公司 ,福建省
, 福州市经济技术开发区星发路8号
广东天安新材料股份有限公司 ,广东省
, 佛山市禅城区南庄镇吉利工业园新源一路30号
青海山一中氚太阳能电力有限公司 ,青海省
, 青海省格尔木市食品街6号11栋1单元132室
平顶山平临高速公路有限责任公司 ,河南省
, 平顶山市新城区高速公路收费站
深圳市海格物流股份有限公司 ,广东省
, 深圳市盐田区盐田港进港三路物流中心大楼608
泰禾集团股份有限公司 ,福建省
, 三明市梅列区徐碧
荣盛房地产发展股份有限公司 ,河北省
, 廊坊经济技术开发区祥云道81号荣盛发展大厦
泛海控股股份有限公司 ,广东省
, 北京市东城区建国门内大街28号民生金融中心C座22层
福建阳光集团有限公司 ,福建省
, 福州市马尾区朏头村卧龙山庄西侧
平阳县利得海涂围垦开发有限公司 ,浙江省
, 平阳县鳌江镇兴敖东路（雨田大厦四楼）
江苏中南建设集团股份有限公司 ,江苏省
, 江苏省海门市常乐镇
中利科技集团股份有限公司 ,江苏省
, 江苏省常熟东南经济开发区
青岛宁泰鑫环保科技股份有限公司 ,山东省
, 青岛胶州市杜村镇工业园
浙江荣翔实业有限公司 ,浙江省
, 杭州市上城区大名空间商务大厦1003室
深圳市万极科技股份有限公司 ,广东省
, 深圳市罗湖区南湖街道深南东路2019号东乐大厦6楼610室
江苏广亚建设集团有限公司 ,江苏省
, 江苏武进经济开发区腾龙路2号
青岛豪士诚能源科技有限公司 ,山东省
, 青岛经济技术开发区舟山岛街29号126室
北京讯鸟软件有限公司 ,北京市
, 北京市海淀区知春路113号银网中心A302室
青海金鼎水泥有限公司 ,青海省
, 青海省海东市乐都区雨润镇汉庄村
山东高唐泉洁纸业有限公司 ,山东省
, "高唐县省道316以南
河南省天润包装有限公司 ,河南省
, 郑州航空港区台商投资区新港大道南段东侧08幢
江西绿保木竹有限公司 ,江西省
, 江西省宜春市宜丰县良岗工业园
广州浩越能源科技有限公司 ,广东省
, 广州市天河区华夏路28号富力盈信大厦1404房
上海茗强实业有限公司 ,上海市
, 崇明县潘园公路1800号782室（上海泰和经济开发区）
昌邑市明兴饲料有限责任公司 ,山东省
, K昌邑市夏店镇工业园区
天瑞集团萧县水泥有限公司 ,安徽省
, 萧县经济开发区
东营科力化工有限公司 ,山东省
, 东营、广饶李鹊经济开发区
莱芜信通印刷设备有限公司 ,山东省
, 莱芜高新区龙潭东大街以南
新疆拓普农业股份有限公司 ,新疆维吾尔自治区
, 新疆巴州库尔勒经济技术开发区兴民路东侧安庆大道南侧
山东万思顿农业产业园有限公司 ,山东省
, 山东省滨州市沾化区思源湖工业园(荣乌高速路沾化西出口北200米)
深圳市为海建材有限公司 ,广东省
, 深圳市龙岗区布吉镇石龙坑村工业区厂房第二栋一楼
安徽白兔湖动力股份有限公司 ,安徽省
, 安徽省安庆市桐城经济开发区同祥路
内蒙古萌业粮油农副产品有限责任公司 ,内蒙古自治区
, 内蒙古自治区巴彦淖尔市乌拉特前旗１１０国道交叉南侧
北京电信易通信息技术股份有限公司 ,北京市
, 北京市海淀区北蜂窝2号中盛大厦1109室
黎明液压有限公司 ,浙江省
, 温州市鹿城区盛宇路58号
青岛银河环保股份有限公司 ,山东省
, 青岛市崂山区辽阳东路16-19号1-2层
安徽胜昔新材料科技有限公司 ,安徽省
, 安徽省六安市承接产业转移集中示范区
中天城投集团股份有限公司 ,贵州省
, 贵州省贵州省贵阳市观山湖区中天路3号
北京金一文化发展股份有限公司 ,北京市
, 北京市西城区榆树馆一巷4幢202号
济南群康食品有限公司 ,山东省
, 济南市历城区花园路200号
山东金鹏生物科技有限公司 ,山东省
, 禹城市十里望工业园
深圳市巨龙科教高技术股份有限公司 ,广东省
, 深圳市南山区高新技术工业村南区T3栋四楼
镇江市大港建筑安装工程有限公司 ,江苏省
, 镇江新区大港世纪花苑1号楼东侧办公楼301室
山东威斯特车业有限公司 ,山东省
, 枣庄高新区泰国工业园
天津金硕信息科技集团股份有限公司 ,天津市
, 天津市华苑产业区物华道2号A座3－074室
北京华索科技股份有限公司 ,北京市
, 北京市海淀区上地东路1号盈创动力大厦5号楼403室
武汉丹枫白露酒店管理有限公司 ,湖北省
, 武汉市江岸区三阳路118号金阳新城A栋
沈阳金河混凝土有限公司 ,辽宁省
, 沈阳市东陵区前进乡大洼村
浙江朝晖过滤技术股份有限公司 ,浙江省
, 浙江省桐乡市崇福镇经济开发区世纪大道北侧
青岛三特电器集团有限公司 ,山东省
, 山东省青岛即墨市城霞路2号
南通一建集团有限公司 ,江苏省
, 南通市工农路111号华辰大厦3座4楼
山东畅通路桥股份有限公司 ,山东省
, 山东省济青高速公路高密北出口对面
宝清县同利建筑工程有限责任公司 ,黑龙江省
, 黑龙江省双鸭山市宝清县宝清镇晟业物流小区D座二层
河南太平种猪繁育有限公司 ,河南省
, 原阳县大宾乡高明古村
山东天泰钢塑有限公司 ,山东省
, 高唐县姜店乡鲁庄村
宁夏吉元冶金集团有限公司 ,宁夏回族自治区
, 平罗县太西镇太沙工业小区
上海紫竹信息数码港有限公司 ,上海市
, 上海市闵行区东川路555号丙楼5208室
江苏润扬交通工程集团有限公司 ,江苏省
, 扬州市邗江中路330号（星座国际商务中心）13楼-1301
浙江彭公竹制品有限公司 ,浙江省
, 杭州余杭区瓶窑镇彭公村板石1-1号
高密思美尔服饰有限公司 ,山东省
, 高密市高密经济技术开发区家纺路(北)3333号
安徽湖滨建设集团有限公司 ,安徽省
, 安徽省合肥市瑶海区天长路64号
镇江市丹徒区科创建设有限公司 ,江苏省
, 镇江市丹徒新城瑞山东路9号
浙江海普顿新材料股份有限公司 ,浙江省
, 杭州余杭区良渚街道七贤桥村12-16幢
九江金凤凰装饰材料有限公司 ,江西省
, 江西省九江市永修县恒丰镇
广州南菱汽车股份有限公司 ,广东省
, 广州市白云区白云大道北1399号
山东惠泽农牧科技有限公司 ,山东省
, 邹平县码头镇
济宁碳素集团有限公司 ,山东省
, 济宁市任城大道99号
浙江嘉澳环保科技股份有限公司 ,浙江省
, 桐乡经济开发区
锦州宝地装饰工程有限公司 ,辽宁省
, 锦州市太和区凌云里曼哈顿B2区18-35、36号
浙江大港印染有限公司 ,浙江省
, 湖州市织里镇大潘兜村
山东寿光神润发海洋化工有限公司 ,山东省
, 寿光渤海化工园黄海路8号
江西省路桥工程集团有限公司 ,江西省
, 江西省南昌市西湖区井冈山大道1352号
山东众冠钢板有限公司 ,山东省
, 聊城市冠县鲁西新世纪工业园内
杭州易辰孚特汽车零部件有限公司 ,浙江省
, 临安市青山湖街道泉口村
内蒙古庆华集团顺嘉商贸有限公司 ,内蒙古自治区
, 内蒙古自治区巴彦淖尔市乌拉特中旗海流图镇煤炭大厦九楼
北京神雾环境能源科技集团股份有限公司 ,北京市
, 北京市昌平区科技园区昌怀路155号
西安华新新能源股份有限公司 ,陕西省
, 西安市临潼区新丰工业园区
杭州钱江四桥经营有限公司 ,浙江省
, 杭州市西湖区留转路工业园区8号
贵州省凯里合力电线电缆有限公司 ,贵州省
, 贵州省黔东南苗族侗族自治州凯里市凯里市三棵树镇原771厂内
恒远国际工程集团有限公司 ,江苏省
, 扬州市江都区丁伙镇工业园区
营口天瑞水泥有限公司 ,辽宁省
, 鲅鱼圈区芦屯镇工业区
潍坊振富工贸有限公司 ,山东省
, 山东省潍坊市高密市密水街道平安大道288号
南京六合路桥建设有限公司 ,江苏省
, 南京金牛工业集中区（六合区金牛湖街道境内）
安徽省路网交通建设集团有限公司 ,安徽省
, 安徽省合肥市马鞍山南路富成大厦7楼
山东海益宝水产股份有限公司 ,山东省
, 山东省海阳市龙山街道海滨西路海益宝产业化园区
曲靖众一精细化工股份有限公司 ,云南省
, 云南省向桂大村
邵武市中鼎竹业有限公司 ,福建省
, 邵武市苦竹湾
湖南华兴工程建设有限公司 ,湖南省
, 衡阳市红湘北路75号
临沂医药集团有限公司 ,山东省
, 临沂市经济开发区沂河东路101号
武汉丰太建筑有限公司 ,湖北省
, 硚口区汉正街250号
武汉建工第二建筑有限公司 ,湖北省
, 武昌区民主路５９６号
重庆惠通路桥工程有限责任公司 ,重庆市
, 重庆市南岸区南坪正街72号
银川市艾尼散热器有限公司 ,宁夏回族自治区
, 银川市德胜工业园区虹桥北路
宁夏建成砼业有限公司 ,宁夏回族自治区
, 宁夏永宁县望远镇板桥村
淮安市尧塘装饰工程有限公司 ,江苏省
, 淮安市清河新区广州路8号528室
佛山欧神诺陶瓷股份有限公司 ,广东省
, 佛山市三水区乐平镇范湖工业区
天津重钢机械装备股份有限公司 ,天津市
, 天津市滨海新区塘沽厦门路139号
山东乳山维多利亚海湾旅游开发股份有限公司 ,山东省
, 乳山市海阳所镇驻地(龙海山庄)
山东派森科技有限公司 ,山东省
, 武城县城经济开发区顺河街南
青岛国际橡胶交易市场有限公司 ,山东省
, 青岛保税区北京路56号恒通写字楼5层
杭州益维汽车工业有限公司 ,浙江省
, 杭州经济技术开发区文津路501号U2库
湖北顺泰建设有限公司 ,湖北省
, 武汉市汉南区私营经济开发区
浙江绩丰岩土技术股份有限公司 ,浙江省
, 杭州市西溪路560号5幢8楼801室
苏州同里国际旅游开发有限公司 ,江苏省
, 江苏省吴江区同里镇中川南路1号
湖州金泰科技股份有限公司 ,浙江省
, 湖州市金泰路1888号
杭州西子孚信科技有限公司 ,浙江省
, 杭州市江干区机场路62号
江南阀门有限公司 ,浙江省
, 温州机场大道616号
湖州天外绿色包装印刷有限公司 ,浙江省
, 湖州市红丰路1600号
北京金豪制药股份有限公司 ,北京市
, 北京市北京经济技术开发区运成街7号1号楼
天津星美影城管理有限公司 ,天津市
, 天津市河西区南北大街1号401
北京回龙观星美国际影城管理有限公司 ,北京市
, 北京市昌平区回龙观镇西大街111号3层
北京名翔国际影院管理有限公司 ,北京市
, 北京市海淀区远大路1号(金源时代购物中心5层东南角)
北京望京星美国际影城管理有限公司 ,北京市
, 北京市朝阳区望京街9号望京新城B区A座A座四层
苏州漕湖科技发展股份有限公司 ,江苏省
, 苏州相城经济开发区永昌泾大道1号漕湖大厦6F
苏州华东镀膜玻璃有限公司 ,江苏省
, 苏州市吴中经济开发区越溪街道天鹅荡路18号
浙江太子龙实业发展有限公司 ,浙江省
, 杭州市萧山区江东工业园区江东四路以北光明中直河以东
新丽传媒股份有限公司 ,浙江省
, 浙江横店影视产业实验区C1-018-A
上海中河金属股份有限公司 ,上海市
, 上海市奉贤区柘林镇胡桥社区科工路1399号
中昌恒远控股有限公司 ,北京市
, 北京市海淀区创业路8号4号楼5层4-2-505
宿迁市金田塑业有限公司 ,江苏省
, 宿迁经济开发区通湖大道
芜湖金牛电气股份有限公司 ,安徽省
, 安徽省芜湖市南陵经济开发区古亭路
山东博特精工股份有限公司 ,山东省
, 济宁市任城区经济开发区山博路1号
上海三航奔腾建设工程有限公司 ,上海市
, 宝山区逸仙路2816号
天津市天联滨海复合材料有限公司 ,天津市
, 天津开发区汉沽现代产业区泰山路28号
安徽华安达集团工艺品有限公司 ,安徽省
, 安徽省六安市霍邱县临水镇北首
武汉天捷重型装备股份有限公司 ,湖北省
, 汉南区纱帽街江下村777号
浙江大东吴集团钢构有限公司 ,浙江省
, 浙江省湖州市三里桥路685号
湖州南太湖龟鳖特种养殖有限公司 ,浙江省
, 湖州市吴兴区环渚乡龙溪村
江苏飞达钻头股份有限公司 ,江苏省
, 江苏丹阳市丹北镇后巷飞达村
北京德鑫泉物联网科技股份有限公司 ,北京市
, 北京市北京经济技术开发区科创十四街99号7幢1101室
湖北黄山头酒业有限公司 ,湖北省
, 公安县藕池镇民主街大西门
新达通科技股份有限公司 ,广东省
, 深圳市南山区科技中二路深圳软件园13#楼601
孝昌杰行体育用品有限公司 ,湖北省
, 孝昌县新苑街120号
湖北华丽食品股份有限公司 ,湖北省
, 罗田县栗子坳工业园区（开发区）
福建省三明纺织股份有限公司 ,福建省
, 梅列区新市北路
宁夏为民实业有限公司 ,宁夏回族自治区
, 大武口区永乐北路16号
北京桀亚莱福生物技术有限责任公司 ,北京市
, 北京市海淀区农大南路88号1号楼B座四层B403室
浙江画之都文化创意股份有限公司 ,浙江省
, 义乌市稠江经济开发区戚继光路136号
浙江浙大网新图灵信息科技有限公司 ,浙江省
, 杭州市滨江区滨安路1197号6幢425室
山东泰丰制动系统科技股份有限公司 ,山东省
, 寿光市东城工业园
江苏中瑞路桥建设有限公司 ,江苏省
, 泰州市农业开发区站北路6号标准厂房C1
重庆三友机器制造有限责任公司 ,重庆市
, 重庆市璧山区璧泉街道河西工业园
安徽恩龙园林股份有限公司 ,安徽省
, 宁国市津河西路南侧90#
山东新宇包装股份有限公司 ,山东省
, 山东省临邑县临盘镇工业园
武汉新昌印务有限公司 ,湖北省
, 武汉金银湖生态商务城金银湖东路2号（11）
云南路建集团实业有限公司 ,云南省
, 云南省昆明市官渡区关上关平路2号
江苏龙腾坤鑫建设发展有限公司 ,江苏省
, 扬州市江都区仙女镇引江路17号
安徽金农生物技术有限公司 ,安徽省
, 安徽省合肥市长江西路669号AJ-3
北京清研利华石油化学技术有限公司 ,北京市
, 北京市海淀区中关村南大街5号683号楼理工科技大厦14层1411室
江苏大宏纺织集团股份有限公司 ,江苏省
, 盐城市亭湖区盐东镇东南纺织工业园区
苏州松鹤楼饮食文化有限公司 ,江苏省
, 苏州市临顿路98号409G室
山东润峰集团新能源科技有限公司 ,山东省
, 山东省微山经济开发区润峰工业园
江苏宇迪光学股份有限公司 ,江苏省
, 如东县双甸镇工业园区
武汉南华黄冈江北造船有限公司 ,湖北省
, 黄冈市汽南路9号
浙江骆氏减震件股份有限公司 ,浙江省
, 浙江省玉环县汽摩工业园区
湖州珍贝羊绒制品有限公司 ,浙江省
, 湖州市织里镇318织里段888号
山东中文实业集团有限公司 ,山东省
, 青州市庙子镇大牟村
连云港桃盛熔融石英有限公司 ,江苏省
, 江苏省东海县桃林镇石埠开发区
中成新星油田工程技术服务股份有限公司 ,北京市
, 北京市昌平区科技园区超前路9号B座251号
浙江浦江百炼化工有限公司 ,浙江省
, 浦江县百炼大道85号
天津市海王星海上工程技术股份有限公司 ,天津市
, 滨海高新区华苑产业区工华道壹号IT园-601
江苏山河水泥有限公司 ,江苏省
, 金湖县北兴路北侧、新兴路西侧
连云港市东海县宏伟石英制品有限公司 ,江苏省
, 东海县驼峰新区
大连东霖食品股份有限公司 ,辽宁省
, 辽宁省大连普湾新区石河街道泰海路18号
浙江新三印印染有限公司 ,浙江省
, 绍兴市柯桥区滨海工业区印染集聚区
南通晨曦焊业有限公司 ,江苏省
, 南通市通州区平潮工业园区101号（颜港村）
隆鑫控股有限公司 ,重庆市
, 重庆市九龙坡区石坪桥横街特5号
浙江森禾花卉科技有限公司 ,浙江省
, 杭州市西斗门路3号天堂软件园B幢
江苏北极皓天科技有限公司 ,江苏省
, 宜兴经济开发区文庄路
浙江永利经编股份有限公司 ,浙江省
, 浙江省绍兴县湖塘街道西跨湖村
天津市朝日科贸有限公司 ,天津市
, 天津市和平区大理道90号208
山东天宝建设集团有限公司 ,山东省
, 济南市高新区舜华路1118号
钟祥市宏达实业发展有限公司 ,湖北省
, 钟祥市经济开发区西环二路
内蒙古泰弘生态环境发展股份有限公司 ,内蒙古自治区
, 内蒙古自治区包头市九原区萨如拉街道办事处林场院内１０３室
上海市建设机电安装有限公司 ,上海市
, 崇明县城桥镇西门路518号
北京蓝天瑞德环保技术股份有限公司 ,北京市
, 北京市海淀区美和园东区2号楼109
上海游久游戏股份有限公司 ,上海市
, 上海市静安区石门二路333弄3号
河南瑞贝卡发制品股份有限公司 ,河南省
, 河南省许昌县尚集产业集聚区昌盛路666号
贵州长征天成控股股份有限公司 ,贵州省
, 贵州省贵州省遵义市武汉路临1号
丰汇租赁有限公司 ,辽宁省
, 北京市西城区复兴门内大街28号凯晨世贸中心东座F3层E307-308单元
北京思倍驰科技股份有限公司 ,北京市
, 北京市海淀区苏州街18号院长远天地大厦4号楼1707室
美好置业集团股份有限公司 ,云南省
, 云南省昆明市国防路129号恒安写字楼5楼
银基烯碳新材料股份有限公司 ,辽宁省
, 沈阳市沈河区青年大街109号
宏润建设集团股份有限公司 ,浙江省
, 象山县丹城镇建设东路２６２号
